frame_number,timestamp_sec,src_ip,src_entity,dst_ip,dst_entity,port,protocol,message_type,description,phase,step_ref,spec_reference
668,5.566851000,127.0.2.250,SEPP2,127.0.0.1,SCP2,58280,SBI (HTTP/2),Nsmf_PDUSession_Create HO (V-SMF -> H-SMF) Response,Response to Nsmf_PDUSession_Create HO (V-SMF -> H-SMF) [HTTP 201],Preparation (HR V-SMF Insertion),HR Prep Step 5/7c (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 5a + Step 7c
675,5.567369000,127.0.2.4,V-SMF,127.0.0.1,SCP2,52226,SBI (HTTP/2),Nsmf_PDUSession_CreateSMContext (V-SMF) Response,Response to Nsmf_PDUSession_CreateSMContext (V-SMF) [HTTP 201],Preparation (HR V-SMF Insertion),HR Prep Step 8 (CreateSMContext response from V-SMF),TS 29.502 s5.2.2 / TS 23.502 s4.23.7.3.2 Step 8
682,5.567834000,127.0.2.5,V-AMF,127.0.0.3,T-NG-RAN,43743,NGAP (SCTP),HandoverRequest,V-AMF requests T-NG-RAN to allocate HO resources,Preparation,N2 Prep Step 9 (V-AMF -> T-NG-RAN),TS 38.413 s9.3.6.3 / TS 23.502 s4.9.1.3.2 Step 9 (= s4.23.7.3.2 Step 14)
683,5.568169000,127.0.0.3,T-NG-RAN,127.0.2.5,V-AMF,38412,NGAP (SCTP),HandoverRequestAcknowledge,T-NG-RAN confirms HO resource allocation; includes DL forwarding tunnel,Preparation,N2 Prep Step 10 (T-NG-RAN -> V-AMF),TS 38.413 s9.3.6.3 / TS 23.502 s4.9.1.3.2 Step 10 (= s4.23.7.3.2 Step 14)
684,5.568434000,127.0.0.1,V-AMF,127.0.2.200,SCP2,7777,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF),V-AMF sends preparation UpdateSMContext to V-SMF,Preparation (HR V-SMF Insertion),HR Prep Step 15 (V-AMF -> V-SMF via SCP2),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.2 Step 15
685,5.568756000,127.0.0.1,SCP2,127.0.2.4,V-SMF,80,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF),V-AMF sends preparation UpdateSMContext to V-SMF,Preparation (HR V-SMF Insertion),HR Prep Step 15 (V-AMF -> V-SMF via SCP2),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.2 Step 15
686,5.569093000,127.0.2.4,V-SMF,127.0.2.7,V-UPF,8805,PFCP (UDP),PFCP Session Modification Request,V-SMF modifies V-UPF N4 session during preparation,Preparation (HR V-SMF Insertion),HR Prep Step 16a (V-SMF -> V-UPF N4 modification),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.2 Step 16a/16b
687,5.569398000,127.0.2.7,V-UPF,127.0.2.4,V-SMF,8805,PFCP (UDP),PFCP Session Modification Response,V-UPF confirms preparation N4 modification,Preparation (HR V-SMF Insertion),HR Prep Step 16b (V-UPF -> V-SMF N4 modification response),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.2 Step 16a/16b
688,5.569661000,127.0.2.4,V-SMF,127.0.0.1,SCP2,52226,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF) Response,Response to V-AMF preparation UpdateSMContext [HTTP 200],Preparation (HR V-SMF Insertion),HR Prep Step 23 (UpdateSMContext response from V-SMF),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.2 Step 23
691,5.569836000,127.0.2.200,SCP2,127.0.0.1,V-AMF,53114,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF) Response,Response to V-AMF preparation UpdateSMContext [HTTP 200],Preparation (HR V-SMF Insertion),HR Prep Step 23 (UpdateSMContext response from V-SMF),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.2 Step 23
694,5.570152000,127.0.2.5,V-AMF,127.0.0.1,SCP2,35694,SBI (HTTP/2),Namf_Communication_CreateUEContext Response,Response to Namf_Communication_CreateUEContext [HTTP 201],Preparation,"N2 Prep Step 3 (H-AMF -> V-AMF, terminal hop)",TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
701,5.570395000,127.0.2.252,SEPP2,127.0.0.1,SEPP1,42712,SBI (HTTP/2),Namf_Communication_CreateUEContext (Forwarded Hop) Response,Response to Namf_Communication_CreateUEContext (Forwarded Hop) [HTTP 201],Preparation,N2 Prep Step 3 (CreateUEContext forwarding leg),TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
704,5.570465000,127.0.1.250,SEPP1,127.0.0.1,SCP1,39712,SBI (HTTP/2),Namf_Communication_CreateUEContext (Forwarded Hop) Response,Response to Namf_Communication_CreateUEContext (Forwarded Hop) [HTTP 201],Preparation,N2 Prep Step 3 (CreateUEContext forwarding leg),TS 29.518 s5.2.5.4 / TS 23.502 s4.9.1.3.2 Step 3
711,5.571008000,127.0.1.5,H-AMF,127.0.0.2,S-NG-RAN,37838,NGAP (SCTP),HandoverCommand,H-AMF commands S-NG-RAN to hand over UE,Execution,N2 Exec Step 1 (H-AMF -> S-NG-RAN),TS 38.413 s9.3.6.3 / TS 23.502 s4.9.1.3.3 Step 1
712,5.571132000,127.0.0.2,S-NG-RAN,127.0.2.7,V-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> V-UPF] TEID=0x00001502,Execution - Data Path (Transition),N3 GTP-U T-PDU (during handover),TS 29.281 s7.1 / TS 23.502 s4.9.1.3 (break-before-make)
735,5.721558000,127.0.0.2,S-NG-RAN,127.0.2.7,V-UPF,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [UL: S-NG-RAN -> V-UPF] TEID=0x0000ef32,Execution - Data Path (Transition),N3 GTP-U T-PDU (during handover),TS 29.281 s7.1 / TS 23.502 s4.9.1.3 (break-before-make)
736,5.721739000,127.0.2.7,V-UPF,127.0.0.3,T-NG-RAN,2152,GTP-U (UDP),T-PDU,GTP-U user data (T-PDU) [DL: V-UPF -> T-NG-RAN] TEID=0x0000000b,Execution - Data Path (Transition),N3 GTP-U T-PDU (during handover),TS 29.281 s7.1 / TS 23.502 s4.9.1.3 (break-before-make)
737,5.721934000,127.0.0.2,S-NG-RAN,127.0.1.5,H-AMF,38412,NGAP (SCTP),UplinkRANStatusTransfer,S-NG-RAN forwards PDCP SN status to H-AMF for delivery to target,Execution,N2 Exec Step 2a (S-NG-RAN -> H-AMF),TS 38.413 s9.3.6.5 / TS 23.502 s4.9.1.3.3 Step 2a
738,5.722364000,127.0.0.1,H-AMF,127.0.1.200,SCP1,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> V-AMF),Notify V-AMF (RAN status transfer from H-AMF routed through SEPP),Execution,N2 Exec Step 2b (H-AMF -> V-AMF via SEPP),TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 2b
739,5.722696000,127.0.0.1,SCP1,127.0.1.250,SEPP1,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> V-AMF),Notify V-AMF (RAN status transfer from H-AMF routed through SEPP),Execution,N2 Exec Step 2b (H-AMF -> V-AMF via SEPP),TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 2b
740,5.723062000,127.0.0.1,SEPP1,127.0.2.252,SEPP2,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> V-AMF),Notify V-AMF (RAN status transfer from H-AMF routed through SEPP),Execution,N2 Exec Step 2b (H-AMF -> V-AMF via SEPP),TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 2b
741,5.723396000,127.0.0.1,SEPP2,127.0.2.200,SCP2,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> V-AMF),Notify V-AMF (RAN status transfer from H-AMF routed through SEPP),Execution,N2 Exec Step 2b (H-AMF -> V-AMF via SEPP),TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 2b
742,5.723709000,127.0.0.1,SCP2,127.0.2.5,V-AMF,80,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> V-AMF),Notify V-AMF (RAN status transfer from H-AMF routed through SEPP),Execution,N2 Exec Step 2b (H-AMF -> V-AMF via SEPP),TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 2b
743,5.724068000,127.0.2.5,V-AMF,127.0.0.1,SCP2,35694,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> V-AMF),Notify V-AMF (RAN status transfer from H-AMF routed through SEPP),Execution,N2 Exec Step 2b (H-AMF -> V-AMF via SEPP),TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 2b
745,5.724143000,127.0.2.5,V-AMF,127.0.0.3,T-NG-RAN,43743,NGAP (SCTP),DownlinkRANStatusTransfer,V-AMF delivers PDCP SN status from source to T-NG-RAN,Execution,N2 Exec Step 2c (V-AMF -> T-NG-RAN),TS 38.413 s9.3.6.5 / TS 23.502 s4.9.1.3.3 Step 2c
746,5.724274000,127.0.0.3,T-NG-RAN,127.0.2.5,V-AMF,38412,NGAP (SCTP),HandoverNotify,T-NG-RAN signals UE has arrived; HO complete at RAN,Execution - Completion,N2 Exec Step 5 (T-NG-RAN -> V-AMF),TS 38.413 s9.3.3.3 / TS 23.502 s4.9.1.3.3 Step 5
747,5.724319000,127.0.2.200,SCP2,127.0.0.1,V-AMF,53098,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
748,5.724732000,127.0.0.1,V-AMF,127.0.2.200,SCP2,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
749,5.724821000,127.0.0.1,V-AMF,127.0.2.200,SCP2,7777,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF),V-AMF sends handover-complete UpdateSMContext to V-SMF,Execution - Completion (HR),HR Exec Step 2 (V-AMF -> V-SMF via SCP2),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.3 Step 2
750,5.724930000,127.0.0.1,SCP2,127.0.2.250,SEPP2,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
752,5.725129000,127.0.0.1,SEPP2,127.0.1.252,SEPP1,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
753,5.725143000,127.0.0.1,SCP2,127.0.2.4,V-SMF,80,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF),V-AMF sends handover-complete UpdateSMContext to V-SMF,Execution - Completion (HR),HR Exec Step 2 (V-AMF -> V-SMF via SCP2),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.3 Step 2
754,5.725172000,127.0.2.252,SEPP2,127.0.0.1,SCP2,42712,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
755,5.725327000,127.0.2.4,V-SMF,127.0.2.7,V-UPF,8805,PFCP (UDP),PFCP Session Modification Request,V-SMF modifies V-UPF N4 session after handover completion,Execution - Completion (HR),HR Exec Step 5a (V-SMF -> V-UPF N4 modification),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.3 Step 5a/5b
756,5.725419000,127.0.0.1,SEPP1,127.0.1.200,SCP1,7777,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
757,5.725491000,127.0.2.7,V-UPF,127.0.2.4,V-SMF,8805,PFCP (UDP),PFCP Session Modification Response,V-UPF confirms N4 modification after handover completion,Execution - Completion (HR),HR Exec Step 5b (V-UPF -> V-SMF N4 modification response),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.3 Step 5a/5b
758,5.725578000,127.0.1.250,SEPP1,127.0.0.1,SEPP2,39712,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
759,5.725627000,127.0.0.1,SCP1,127.0.1.5,H-AMF,80,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
760,5.725784000,127.0.1.200,SCP1,127.0.0.1,SEPP1,43614,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
761,5.725786000,127.0.0.1,V-SMF,127.0.2.200,SCP2,7777,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF),V-SMF updates H-SMF with new data path info (DL switch / cleanup),Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
763,5.725863000,127.0.1.5,H-AMF,127.0.0.1,SCP1,48536,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
765,5.725961000,127.0.0.1,SCP2,127.0.2.250,SEPP2,7777,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF),V-SMF updates H-SMF with new data path info (DL switch / cleanup),Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
766,5.726005000,127.0.1.200,SCP1,127.0.0.1,SEPP1,43590,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
768,5.726113000,127.0.1.252,SEPP1,127.0.0.1,SEPP2,45454,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
769,5.726239000,127.0.0.1,SEPP2,127.0.1.252,SEPP1,7777,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF),V-SMF updates H-SMF with new data path info (DL switch / cleanup),Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
770,5.726366000,127.0.2.250,SEPP2,127.0.0.1,SCP2,58280,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
771,5.726547000,127.0.0.1,SEPP1,127.0.1.200,SCP1,7777,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF),V-SMF updates H-SMF with new data path info (DL switch / cleanup),Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
772,5.726740000,127.0.0.1,SCP1,127.0.1.4,H-SMF,80,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF),V-SMF updates H-SMF with new data path info (DL switch / cleanup),Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
773,5.726978000,127.0.1.4,H-SMF,127.0.1.7,H-UPF,8805,PFCP (UDP),PFCP Session Modification Request,H-SMF modifies PSA-UPF N4 session after V-SMF update,Execution - Completion (HR),HR Exec Step 7a (H-SMF -> H-UPF N4 modification),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.3 Step 7a/7b
774,5.727133000,127.0.1.7,H-UPF,127.0.1.4,H-SMF,8805,PFCP (UDP),PFCP Session Modification Response,PSA-UPF confirms post-handover N4 modification,Execution - Completion (HR),HR Exec Step 7b (H-UPF -> H-SMF N4 modification response),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.3 Step 7a/7b
776,5.727233000,127.0.1.4,H-SMF,127.0.0.1,SCP1,39590,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF) Response,Response to Nsmf_PDUSession_Update (V-SMF -> H-SMF) [HTTP 204],Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
778,5.727349000,127.0.1.200,SCP1,127.0.0.1,SEPP1,43590,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF) Response,Response to Nsmf_PDUSession_Update (V-SMF -> H-SMF) [HTTP 204],Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
779,5.727467000,127.0.1.252,SEPP1,127.0.0.1,SEPP2,45454,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF) Response,Response to Nsmf_PDUSession_Update (V-SMF -> H-SMF) [HTTP 204],Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
780,5.727535000,127.0.2.250,SEPP2,127.0.0.1,SCP2,58280,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF) Response,Response to Nsmf_PDUSession_Update (V-SMF -> H-SMF) [HTTP 204],Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
781,5.727561000,127.0.2.200,SCP2,127.0.0.1,V-AMF,53114,SBI (HTTP/2),Namf_Communication_N2InfoNotify (-> H-AMF),Notify H-AMF of handover completion (V-AMF routed through SEPP),Execution - Completion,"N2 Exec Step 6a (V-AMF -> H-AMF via SEPP, 5 hops)",TS 29.518 s5.2.5.6 / TS 23.502 s4.9.1.3.3 Step 6a
783,5.727671000,127.0.2.200,SCP2,127.0.0.1,V-SMF,53126,SBI (HTTP/2),Nsmf_PDUSession_Update (V-SMF -> H-SMF) Response,Response to Nsmf_PDUSession_Update (V-SMF -> H-SMF) [HTTP 204],Execution - Completion (HR),HR Exec Step 6 (V-SMF -> H-SMF via SEPP chain),TS 29.502 s5.2.3 / TS 23.502 s4.23.7.3.3 Step 6
784,5.727773000,127.0.2.4,V-SMF,127.0.0.1,SCP2,52226,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF) Response,Response to V-AMF handover-complete UpdateSMContext [HTTP 200],Execution - Completion (HR),HR Exec Step 9 (UpdateSMContext response from V-SMF),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.3 Step 9
787,5.727910000,127.0.2.200,SCP2,127.0.0.1,V-AMF,53114,SBI (HTTP/2),Nsmf_PDUSession_UpdateSMContext (V-SMF) Response,Response to V-AMF handover-complete UpdateSMContext [HTTP 200],Execution - Completion (HR),HR Exec Step 9 (UpdateSMContext response from V-SMF),TS 29.502 s5.2.5 / TS 23.502 s4.23.7.3.3 Step 9
802,5.845927000,127.0.0.1,SCP1,127.0.1.10,NRF1,80,SBI (HTTP/2),Nnrf_NFManagement Update,NF heartbeat / NF profile registration,Pre-Handover - Setup,NF Registration (heartbeat),TS 29.510 s5.2.3
803,5.846212000,127.0.1.10,NRF1,127.0.0.1,SCP1,57282,SBI (HTTP/2),Nnrf_NFManagement Update Response,Response to Nnrf_NFManagement Update [HTTP 204],Pre-Handover - Setup,NF Registration (heartbeat),TS 29.510 s5.2.3
811,5.896027000,127.0.0.1,H-AMF,127.0.1.200,SCP1,7777,SBI (HTTP/2),Nnrf_NFManagement Update,NF heartbeat / NF profile registration,Pre-Handover - Setup,NF Registration (heartbeat),TS 29.510 s5.2.3
812,5.896318000,127.0.0.1,SCP1,127.0.1.10,NRF1,80,SBI (HTTP/2),Nnrf_NFManagement Update,NF heartbeat / NF profile registration,Pre-Handover - Setup,NF Registration (heartbeat),TS 29.510 s5.2.3
813,5.896498000,127.0.1.10,NRF1,127.0.0.1,SCP1,57282,SBI (HTTP/2),Nnrf_NFManagement Update Response,Response to Nnrf_NFManagement Update [HTTP 204],Pre-Handover - Setup,NF Registration (heartbeat),TS 29.510 s5.2.3
815,5.896642000,127.0.1.200,SCP1,127.0.0.1,H-AMF,43590,SBI (HTTP/2),Nnrf_NFManagement Update Response,Response to Nnrf_NFManagement Update [HTTP 204],Pre-Handover - Setup,NF Registration (heartbeat),TS 29.510 s5.2.3
826,6.026663000,127.0.1.5,H-AMF,127.0.0.2,S-NG-RAN,37838,NGAP (SCTP),UEContextReleaseCommand,AMF releases UE context at gNB,Post-Handover - Cleanup,N2 Exec Step 14 UECtxRelease,TS 38.413 s9.3.6.4 / TS 23.502 s4.9.1.3.3 Step 14a
827,6.026901000,127.0.0.2,S-NG-RAN,127.0.1.5,H-AMF,38412,NGAP (SCTP),UEContextReleaseComplete,gNB confirms UE context released,Post-Handover - Cleanup,N2 Exec Step 14 UECtxRelease,TS 38.413 s9.3.6.4 / TS 23.502 s4.9.1.3.3 Step 14b
828,6.028226000,127.0.2.4,V-SMF,127.0.2.7,V-UPF,8805,PFCP (UDP),PFCP Session Modification Request,V-SMF modifies V-UPF N4 session after handover completion,Execution - Completion (HR),HR Exec Step 5a (V-SMF -> V-UPF N4 modification),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.3 Step 5a/5b
829,6.028441000,127.0.2.7,V-UPF,127.0.2.4,V-SMF,8805,PFCP (UDP),PFCP Session Modification Response,V-UPF confirms N4 modification after handover completion,Execution - Completion (HR),HR Exec Step 5b (V-UPF -> V-SMF N4 modification response),TS 29.244 s7.5 / TS 23.502 s4.23.7.3.3 Step 5a/5b
832,6.050504000,127.0.0.1,H-AMF,127.0.1.200,SCP1,7777,SBI (HTTP/2),Nnrf_NFManagement Update,NF heartbeat / NF profile registration,Pre-Handover - Setup,NF Registration (heartbeat),TS 29.510 s5.2.3
833,6.050780000,127.0.0.1,SCP1,127.0.1.10,NRF1,80,SBI (HTTP/2),Nnrf_NFManagement Update,NF heartbeat / NF profile registration,Pre-Handover - Setup,NF Registration (heartbeat),TS 29.510 s5.2.3
